artist_name,artist_clean,billboard_year,rank,popularity,genres,decade,is_rock
The Platters,the platters,1955,29,0,['doo-wop'],1950,False
The Platters,the platters,1956,4,0,['doo-wop'],1950,False
The Platters,the platters,1956,12,0,['doo-wop'],1950,False
The Platters,the platters,1956,36,0,['doo-wop'],1950,False
Marty Robbins,marty robbins,1957,17,71,"['classic country', 'outlaw country']",1950,False
Marty Robbins,marty robbins,1957,17,64,"['classic country', 'outlaw country']",1950,False
Marty Robbins,marty robbins,1957,17,58,"['classic country', 'outlaw country']",1950,False
Chuck Berry,chuck berry,1957,22,74,"['rockabilly', 'rock and roll']",1950,False
Conway Twitty,conway twitty,1958,11,49,"['classic country', 'country', 'traditional country', 'outlaw country', 'honky tonk']",1950,False
The Platters,the platters,1958,16,0,['doo-wop'],1950,False
Chuck Berry,chuck berry,1958,29,74,"['rockabilly', 'rock and roll']",1950,False
Santo & Johnny,santo,1959,11,43,"['surf rock', 'exotica']",1950,False
The Platters,the platters,1959,16,0,['doo-wop'],1950,False
The Platters,the platters,1959,64,0,['doo-wop'],1950,False
Marty Robbins,marty robbins,1960,15,71,"['classic country', 'outlaw country']",1960,False
Marty Robbins,marty robbins,1960,15,64,"['classic country', 'outlaw country']",1960,False
Marty Robbins,marty robbins,1960,15,58,"['classic country', 'outlaw country']",1960,False
Conway Twitty,conway twitty,1960,38,49,"['classic country', 'country', 'traditional country', 'outlaw country', 'honky tonk']",1960,False
The Platters,the platters,1960,50,0,['doo-wop'],1960,False
Marty Robbins,marty robbins,1961,28,71,"['classic country', 'outlaw country']",1960,False
Marty Robbins,marty robbins,1961,28,64,"['classic country', 'outlaw country']",1960,False
Marty Robbins,marty robbins,1961,28,58,"['classic country', 'outlaw country']",1960,False
Ben E. King,ben e. king,1961,63,77,[],1960,False
Ben E. King,ben e. king,1961,64,77,[],1960,False
Booker T. & the M.G.'s,booker t.,1962,53,69,[],1960,False
Henry Mancini,henry mancini,1962,60,0,"['exotica', 'adult standards', 'easy listening']",1960,False
Kyu Sakamoto,kyu sakamoto,1963,10,26,"['kayokyoku', 'enka']",1960,False
The Ronettes,the ronettes,1963,35,73,['christmas'],1960,False
Henry Mancini,henry mancini,1963,37,0,"['exotica', 'adult standards', 'easy listening']",1960,False
Marvin Gaye,marvin gaye,1963,61,1,"['motown', 'classic soul', 'soul', 'northern soul', 'quiet storm']",1960,False
Johnny Cash,johnny cash,1963,69,47,"['classic country', 'outlaw country', 'country']",1960,False
The Beatles,the beatles,1964,1,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,1,62,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,2,62,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,13,62,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,14,62,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,16,62,"['classic rock', 'psychedelic rock']",1960,False
The Animals,the animals,1964,38,57,['classic rock'],1960,False
The Beatles,the beatles,1964,40,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,40,62,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,52,62,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,55,62,"['classic rock', 'psychedelic rock']",1960,False
The Temptations,the temptations,1964,71,79,"['motown', 'classic soul', 'soul']",1960,False
The Kinks,the kinks,1964,79,71,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1964,79,14,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1964,79,1,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1964,79,18,"['proto-punk', 'baroque pop']",1960,False
The Beatles,the beatles,1964,95,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1964,95,62,"['classic rock', 'psychedelic rock']",1960,False
The Rolling Stones,the rolling stones,1965,3,82,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1965,3,56,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1965,3,72,"['classic rock', 'rock']",1960,True
The Beatles,the beatles,1965,7,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,7,62,"['classic rock', 'psychedelic rock']",1960,False
The Temptations,the temptations,1965,10,79,"['motown', 'classic soul', 'soul']",1960,False
The Beatles,the beatles,1965,31,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,31,62,"['classic rock', 'psychedelic rock']",1960,False
Bob Dylan,bob dylan,1965,41,82,"['folk rock', 'folk', 'singer-songwriter', 'roots rock', 'country rock']",1960,True
The Beatles,the beatles,1965,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1965,55,62,"['classic rock', 'psychedelic rock']",1960,False
Marvin Gaye,marvin gaye,1965,58,1,"['motown', 'classic soul', 'soul', 'northern soul', 'quiet storm']",1960,False
The Kinks,the kinks,1965,60,71,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,60,14,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,60,1,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,60,18,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,62,71,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,62,14,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,62,1,"['proto-punk', 'baroque pop']",1960,False
The Kinks,the kinks,1965,62,18,"['proto-punk', 'baroque pop']",1960,False
The Zombies,the zombies,1965,74,0,"['baroque pop', 'psychedelic rock']",1960,False
The Animals,the animals,1965,86,57,['classic rock'],1960,False
The Rolling Stones,the rolling stones,1965,88,82,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1965,88,56,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1965,88,72,"['classic rock', 'rock']",1960,True
Marvin Gaye,marvin gaye,1965,100,1,"['motown', 'classic soul', 'soul', 'northern soul', 'quiet storm']",1960,False
The Mamas & the Papas,the mamas,1966,1,73,['folk rock'],1960,False
The Mamas & the Papas,the mamas,1966,24,73,['folk rock'],1960,False
The Rolling Stones,the rolling stones,1966,34,82,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1966,34,56,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1966,34,72,"['classic rock', 'rock']",1960,True
The Temptations,the temptations,1966,39,79,"['motown', 'classic soul', 'soul']",1960,False
The Beatles,the beatles,1966,49,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,51,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,55,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,27,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,68,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,49,62,"['classic rock', 'psychedelic rock']",1960,False
The Rolling Stones,the rolling stones,1966,54,82,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1966,54,56,"['classic rock', 'rock']",1960,True
The Rolling Stones,the rolling stones,1966,54,72,"['classic rock', 'rock']",1960,True
The Beatles,the beatles,1966,57,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,66,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,82,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,0,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,58,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,57,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,77,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,56,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,75,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,54,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,65,"['classic rock', 'psychedelic rock']",1960,False
The Beatles,the beatles,1966,57,51,"['classic rock', 'psychedelic rock']",1960,False
